row_idx,obstacle_id,c_s1_logit,c_s1_prob,c_s1_pred,c_s2_logit,c_s2_prob,c_s2_pred,c_s3_logit,c_s3_prob,c_s3_pred,c_s4_logit,c_s4_prob,c_s4_pred,c_s5_logit,c_s5_prob,c_s5_pred,c_s6_logit,c_s6_prob,c_s6_pred,c_s9_logit,c_s9_prob,c_s9_pred,c_s10_logit,c_s10_prob,c_s10_pred
12693,688,-17.19724464416504,3.398846359914387e-08,0,-25.447847366333008,8.874426367377897e-12,0,-16.317609786987305,8.191285871816945e-08,0,-21.12017250061035,6.723967493904581e-10,0,-13.62807559967041,1.2061502729920903e-06,0,-19.697811126708984,2.788363095973523e-09,0,-17.89683723449707,1.6885051579151877e-08,0,-20.909360885620117,8.301946907707247e-10,0
12694,687,-16.380226135253906,7.694105619293623e-08,0,-24.811281204223633,1.677248791243091e-11,0,-15.47217845916748,1.9077356228081044e-07,0,-20.094873428344727,1.8745944796449976e-09,0,-12.776445388793945,2.82656537820003e-06,0,-18.777389526367188,6.999763435544537e-09,0,-16.906328201293945,4.546476262135002e-08,0,-19.896148681640625,2.286717037947028e-09,0
12695,167,-14.602818489074707,4.5506800461225794e-07,0,-19.30352783203125,4.136036846347224e-09,0,-12.88315200805664,2.540487685109838e-06,0,-17.062911987304688,3.88750969193552e-08,0,-13.05081558227539,2.148334488083492e-06,0,-15.877142906188965,1.2724608211556188e-07,0,-14.289392471313477,6.225803872439428e-07,0,-16.948505401611328,4.3587061071548305e-08,0
12696,283,-14.388845443725586,5.636423452415329e-07,0,-18.485916137695312,9.368469555681713e-09,0,-12.275818824768066,4.663130766857648e-06,0,-16.061710357666016,1.0580050968655996e-07,0,-10.723196029663086,2.2027517843525857e-05,0,-15.199312210083008,2.506238843125175e-07,0,-14.036199569702148,8.019653705559904e-07,0,-16.02708625793457,1.095279245078018e-07,0
12697,272,-16.656009674072266,5.839650540906405e-08,0,-19.171581268310547,4.719413748688339e-09,0,-14.675350189208984,4.232297783346439e-07,0,-19.72934341430664,2.701811441241375e-09,0,-15.6453218460083,1.6044383244206983e-07,0,-18.593135833740234,8.415960373042708e-09,0,-17.519649505615234,2.462140891168474e-08,0,-19.644615173339844,2.9407087875910065e-09,0
12698,186,-13.152057647705078,1.9414808321016608e-06,0,-16.95061683654785,4.3495131052395664e-08,0,-11.55290412902832,9.608006621419918e-06,0,-15.459707260131836,1.9316762234211637e-07,0,-11.23119068145752,1.3254094483272638e-05,0,-14.598347663879395,4.571070633119234e-07,0,-13.470417976379395,1.412118763255421e-06,0,-15.27523422241211,2.3230042245359073e-07,0
12699,182,-15.23887825012207,2.409013006854366e-07,0,-19.647642135620117,2.9318207861450674e-09,0,-13.352087020874023,1.5895038814051077e-06,0,-17.439773559570312,2.666874543422182e-08,0,-11.930179595947266,6.58849148749141e-06,0,-16.487411499023438,6.912070205089549e-08,0,-15.288455963134766,2.2924922404854442e-07,0,-17.440868377685547,2.6639561667707312e-08,0
12700,535,-2.6089751720428467,0.06856302171945572,0,-3.0675272941589355,0.0444667711853981,0,-10.314781188964844,3.313851630082354e-05,0,-12.515608787536621,3.6689227727038087e-06,0,-10.250088691711426,3.5353117709746584e-05,0,-12.929712295532227,2.4249134185083676e-06,0,-12.655694961547852,3.1893348477751715e-06,0,-12.334367752075195,4.397949396661716e-06,0
12701,181,-14.010756492614746,8.2263164813412e-07,0,-16.28587532043457,8.45540029104086e-08,0,-12.74674129486084,2.9117850317561533e-06,0,-17.255475997924805,3.206579535230958e-08,0,-13.836377143859863,9.793485560294357e-07,0,-16.26300811767578,8.650979310687035e-08,0,-15.31994342803955,2.2214318562419066e-07,0,-17.115734100341797,3.68749226709042e-08,0
12702,301,-8.463029861450195,0.0002110868226736784,0,-10.498723030090332,2.7570877136895433e-05,0,-13.406926155090332,1.5046838370835758e-06,0,-16.05184555053711,1.0684938445137959e-07,0,-10.035039901733398,4.383474515634589e-05,0,-16.507144927978516,6.777008110248062e-08,0,-15.987923622131348,1.1390241638764564e-07,0,-16.644142150878906,5.9093665072396107e-08,0
12703,169,-16.16459846496582,9.545617274397955e-08,0,-24.156084060668945,3.229579451091702e-11,0,-14.677887916564941,4.221570861773216e-07,0,-19.08841896057129,5.1286725977206515e-09,0,-12.561963081359863,3.502734216453973e-06,0,-17.780967712402344,1.8959367409365768e-08,0,-15.855939865112305,1.2997288934002427e-07,0,-18.872356414794922,6.365606264324697e-09,0
12704,172,-14.30285358428955,6.142559527688718e-07,0,-18.344646453857422,1.0789994675519665e-08,0,-12.279561996459961,4.645708941097837e-06,0,-16.41478157043457,7.432773685422944e-08,0,-12.66313648223877,3.1656895771448035e-06,0,-15.338798522949219,2.1799388605359127e-07,0,-13.835476875305176,9.802306522033177e-07,0,-16.198022842407227,9.231834496858937e-08,0
12705,173,-13.551650047302246,1.3019449625062407e-06,0,-18.37372398376465,1.0480768253273709e-08,0,-12.51611042022705,3.667082864922122e-06,0,-16.12217903137207,9.959249069879661e-08,0,-11.779519081115723,7.659783477720339e-06,0,-15.058660507202148,2.884740410991071e-07,0,-13.613926887512207,1.223337108058331e-06,0,-16.040224075317383,1.080983764722987e-07,0
12706,175,-15.321288108825684,2.2184468662089785e-07,0,-18.819686889648438,6.709865996157305e-09,0,-12.380867004394531,4.198130682198098e-06,0,-16.213573455810547,9.089385599736488e-08,0,-12.637967109680176,3.2463788102177205e-06,0,-14.8681058883667,3.4903061418845027e-07,0,-13.452839851379395,1.4371605630003614e-06,0,-16.152254104614258,9.664181988000564e-08,0
12707,176,-10.881731033325195,1.8798193195834756e-05,0,-14.462865829467773,5.234280138211034e-07,0,-10.388344764709473,3.078830923186615e-05,0,-13.79827880859375,1.0173799864787725e-06,0,-10.397967338562012,3.049347287742421e-05,0,-12.996221542358398,2.2688811895932304e-06,0,-11.846346855163574,7.164630915212911e-06,0,-13.646004676818848,1.1847179166579735e-06,0
12708,178,-16.479629516601562,6.966070031921845e-08,0,-22.021617889404297,2.729812764723505e-10,0,-14.205418586730957,6.771186917831074e-07,0,-18.38896942138672,1.0322196430934127e-08,0,-13.79321575164795,1.0225440973954392e-06,0,-17.028566360473633,4.023348409987193e-08,0,-15.27860164642334,2.3151947914357152e-07,0,-18.275508880615234,1.1562383051000324e-08,0
12709,188,-22.41394805908203,1.8439368087985741e-10,0,-25.2669677734375,1.0633967664763766e-11,0,-14.91058349609375,3.3451507874815434e-07,0,-19.740068435668945,2.6729891633436864e-09,0,-15.556644439697266,1.7532147467136383e-07,0,-17.81609535217285,1.8304932680734964e-08,0,-16.05176544189453,1.0685793938591814e-07,0,-19.726242065429688,2.710203395039912e-09,0
12710,191,-7.642437934875488,0.00047942769015207887,0,-10.226981163024902,3.617952097556554e-05,0,-11.1599702835083,1.4232469766284339e-05,0,-13.98519515991211,8.439303087470762e-07,0,-10.3424654006958,3.223371095373295e-05,0,-14.037172317504883,8.011855925360578e-07,0,-13.3259859085083,1.631537998036947e-06,0,-14.138469696044922,7.240029162858264e-07,0
12711,221,-14.113533020019531,7.422841008519754e-07,0,-15.899150848388672,1.2447623021216714e-07,0,-10.153733253479004,3.892895983881317e-05,0,-13.748359680175781,1.069455720426049e-06,0,-10.81476879119873,2.0100038454984315e-05,0,-12.330041885375977,4.417015588842332e-06,0,-11.489317893981934,1.0238779395876918e-05,0,-13.554906845092773,1.2977117194168386e-06,0
12712,222,-12.476231575012207,3.816276148427278e-06,0,-15.276715278625488,2.3195661924546584e-07,0,-10.832090377807617,1.9754877939703874e-05,0,-14.501847267150879,5.034166292716691e-07,0,-11.194969177246094,1.3742972441832535e-05,0,-13.738872528076172,1.0796500191645464e-06,0,-12.615036964416504,3.321678832435282e-06,0,-14.368477821350098,5.752400511482847e-07,0
12713,295,-8.020480155944824,0.0003285542188677937,0,-8.792830467224121,0.0001517946075182408,0,-12.067339897155762,5.744052032241598e-06,0,-15.282275199890137,2.3067050847203063e-07,0,-12.044486045837402,5.876836439711042e-06,0,-15.109262466430664,2.7423982373875333e-07,0,-14.701247215270996,4.1241008830184e-07,0,-15.191265106201172,2.5264884584430547e-07,0
12714,846,-17.3523006439209,2.9106606902473686e-08,0,-24.125732421875,3.329105047189529e-11,0,-14.583372116088867,4.6400407427427126e-07,0,-19.134981155395508,4.89534457415175e-09,0,-13.470300674438477,1.4122844049779815e-06,0,-17.739898681640625,1.9754221369794323e-08,0,-15.825732231140137,1.3395896303336485e-07,0,-18.860240936279297,6.44319797515891e-09,0
12715,790,-16.0064697265625,1.1180944881061805e-07,0,-23.23174285888672,8.139210833091326e-11,0,-14.181975364685059,6.931801408427418e-07,0,-18.436992645263672,9.838204917400617e-09,0,-12.872078895568848,2.568775016698055e-06,0,-17.151548385620117,3.557764216566284e-08,0,-15.162452697753906,2.6003414177466766e-07,0,-18.266456604003906,1.1667524724146006e-08,0
12716,724,-15.49492073059082,1.86483902098189e-07,0,-24.58496856689453,2.1032156918843192e-11,0,-15.13072681427002,2.6841621547646355e-07,0,-19.52843475341797,3.3030000956557615e-09,0,-12.62707805633545,3.281922090536682e-06,0,-18.23516845703125,1.2038349872511844e-08,0,-16.17063331604004,9.488184815609202e-08,0,-19.398576736450195,3.761016387215932e-09,0
12717,806,-15.227431297302246,2.4367474793507427e-07,0,-20.136184692382812,1.7987304978817065e-09,0,-13.142842292785645,1.9594549485191237e-06,0,-17.4710750579834,2.5846901507975417e-08,0,-13.210644721984863,1.8310032601220882e-06,0,-16.275466918945312,8.543867124899407e-08,0,-14.626055717468262,4.4461543780016655e-07,0,-17.285947799682617,3.110342561285506e-08,0
12718,688,-17.21876335144043,3.326489306232361e-08,0,-25.435646057128906,8.983368736392716e-12,0,-16.282962799072266,8.480063229399093e-08,0,-21.090993881225586,6.923054352014901e-10,0,-13.579209327697754,1.2665542499235016e-06,0,-19.661592483520508,2.8912050531459954e-09,0,-17.87228012084961,1.7304831345654748e-08,0,-20.88031578063965,8.546613972093553e-10,0
12719,687,-16.392986297607422,7.59655165438744e-08,0,-24.787424087524414,1.7177441760662937e-11,0,-15.430062294006348,1.9897980507721513e-07,0,-20.05453872680664,1.951751427142767e-09,0,-12.718234062194824,2.995986505993642e-06,0,-18.731613159179688,7.3276340550876284e-09,0,-16.87262535095215,4.7023171134696895e-08,0,-19.856107711791992,2.380136976398717e-09,0
12720,167,-14.582634925842285,4.6434621481239446e-07,0,-19.22913932800293,4.4554426814613635e-09,0,-12.835923194885254,2.6633501875039656e-06,0,-17.01194953918457,4.0907611520424325e-08,0,-13.012128829956055,2.233074837931781e-06,0,-15.824296951293945,1.3415136379535397e-07,0,-14.247048377990723,6.495090474345488e-07,0,-16.894399642944336,4.6010342202862375e-08,0
12721,283,-14.36457633972168,5.774887199549994e-07,0,-18.462749481201172,9.58803880735104e-09,0,-12.236550331115723,4.849887318414403e-06,0,-16.020973205566406,1.1019952950164225e-07,0,-10.631747245788574,2.4136836145771667e-05,0,-15.156241416931152,2.61654264477329e-07,0,-14.010696411132812,8.226810450651101e-07,0,-15.987334251403809,1.1396956978160233e-07,0
12722,272,-16.62660026550293,6.013941344917839e-08,0,-19.129852294921875,4.920516882833681e-09,0,-14.630498886108398,4.4264430698603974e-07,0,-19.681360244750977,2.8346134328671724e-09,0,-15.58010196685791,1.7125671547546517e-07,0,-18.541610717773438,8.860959965772963e-09,0,-17.481542587280273,2.5577760354167367e-08,0,-19.59597396850586,3.0872842060603034e-09,0
12723,186,-13.12992000579834,1.9849396721838275e-06,0,-16.931974411010742,4.431358391343565e-08,0,-11.51492977142334,9.979878086596727e-06,0,-15.42037582397461,2.0091655983378587e-07,0,-11.154275894165039,1.4313747669802979e-05,0,-14.556103706359863,4.7683073489679373e-07,0,-13.443449020385742,1.450720219509094e-06,0,-15.23672103881836,2.4142156007656013e-07,0
12724,182,-15.224189758300781,2.444659230604884e-07,0,-19.63205337524414,2.9778823851245306e-09,0,-13.317479133605957,1.6454762317152927e-06,0,-17.40688705444336,2.7560366433476702e-08,0,-11.845547676086426,7.1703589128446765e-06,0,-16.450576782226562,7.171421145812928e-08,0,-15.268547058105469,2.3385902636618994e-07,0,-17.40878677368164,2.750806160634056e-08,0
12725,535,-2.561511993408203,0.07165689766407013,0,-3.0198121070861816,0.046538811177015305,0,-10.268200874328613,3.471857780823484e-05,0,-12.464953422546387,3.859560365526704e-06,0,-10.171096801757812,3.8258873246377334e-05,0,-12.874981880187988,2.5613287562009646e-06,0,-12.614323616027832,3.3240487482544268e-06,0,-12.279153823852539,4.647605692298384e-06,0
12726,181,-13.970622062683105,8.563189908272761e-07,0,-16.239763259887695,8.854426170046281e-08,0,-12.711939811706543,3.014903086295817e-06,0,-17.21826934814453,3.328132436308806e-08,0,-13.789719581604004,1.0261254601573455e-06,0,-16.223041534423828,9.003731804568815e-08,0,-15.289987564086914,2.288983722564808e-07,0,-17.074909210205078,3.841149265326749e-08,0
12727,301,-8.436270713806152,0.00021681036741938442,0,-10.488893508911133,2.7843210773426108e-05,0,-13.406330108642578,1.5055810536068748e-06,0,-16.047069549560547,1.0736092548313536e-07,0,-9.983830451965332,4.6137858589645475e-05,0,-16.508935928344727,6.764881277376844e-08,0,-15.996471405029297,1.1293295898440192e-07,0,-16.642969131469727,5.916301404340629e-08,0
12728,169,-16.15814208984375,9.607447282178327e-08,0,-24.1104679107666,3.380312349476888e-11,0,-14.626045227050781,4.446200705388037e-07,0,-19.031339645385742,5.429930283185058e-09,0,-12.483731269836426,3.7877625800319947e-06,0,-17.720802307128906,2.0135079381589094e-08,0,-15.810473442077637,1.3601868431578623e-07,0,-18.813720703125,6.750018322065898e-09,0
12729,172,-14.293814659118652,6.198333153406566e-07,0,-18.299211502075195,1.1291547252767486e-08,0,-12.251533508300781,4.777762569574406e-06,0,-16.388355255126953,7.631813048192271e-08,0,-12.639364242553711,3.241846343371435e-06,0,-15.308365821838379,2.2473003014056303e-07,0,-13.814367294311523,1.0011428912548581e-06,0,-16.16900062561035,9.503688858103487e-08,0
12730,173,-13.526082038879395,1.3356623185245553e-06,0,-18.298015594482422,1.1305057334709545e-08,0,-12.446183204650879,3.932688741770107e-06,0,-16.041645050048828,1.079448850305198e-07,0,-11.677468299865723,8.482742487103678e-06,0,-14.976456642150879,3.1318964488491474e-07,0,-13.549155235290527,1.305197201872943e-06,0,-15.957789421081543,1.1738701033436882e-07,0
12731,175,-15.255182266235352,2.370055227629564e-07,0,-18.712860107421875,7.466344875695086e-09,0,-12.299068450927734,4.555965460895095e-06,0,-16.11904525756836,9.990507265911219e-08,0,-12.536517143249512,3.5930083868151996e-06,0,-14.773307800292969,3.8373707411665237e-07,0,-13.376652717590332,1.5509323247897555e-06,0,-16.054414749145508,1.0657522153678656e-07,0
12732,176,-10.876446723937988,1.8897790141636506e-05,0,-14.424317359924316,5.439992492028978e-07,0,-10.365903854370117,3.148701216559857e-05,0,-13.775940895080566,1.0403618944110349e-06,0,-10.376352310180664,3.115974323009141e-05,0,-12.96847152709961,2.332724079678883e-06,0,-11.829648971557617,7.285268566192826e-06,0,-13.622607231140137,1.212764118463383e-06,0
12733,178,-16.4374942779541,7.265857959737332e-08,0,-21.929241180419922,2.9939983825499894e-10,0,-14.131864547729492,7.288008987416106e-07,0,-18.30379295349121,1.1239932540263453e-08,0,-13.694123268127441,1.1290608199487906e-06,0,-16.94228172302246,4.385918117577603e-08,0,-15.210128784179688,2.4792760200398334e-07,0,-18.188201904296875,1.2617237921119795e-08,0
12734,188,-22.330991744995117,2.0034270076241256e-10,0,-25.175151824951172,1.1656562000361692e-11,0,-14.831581115722656,3.6201453212925117e-07,0,-19.646438598632812,2.9353515174079803e-09,0,-15.442427635192871,1.9653448646295146e-07,0,-17.724563598632812,2.0059488292645256e-08,0,-15.977967262268066,1.1504212693580484e-07,0,-19.63088607788086,2.9813604918160763e-09,0
12735,191,-7.6246113777160645,0.0004880466731265187,0,-10.230905532836914,3.603782533900812e-05,0,-11.157479286193848,1.4267967344494537e-05,0,-13.986923217773438,8.424731277045794e-07,0,-10.311120986938477,3.326002843095921e-05,0,-14.039315223693848,7.994706834324461e-07,0,-13.334029197692871,1.6184675359909306e-06,0,-14.141603469848633,7.217375923573854e-07,0
12736,221,-14.049323081970215,7.915095352473145e-07,0,-15.829971313476562,1.3339229099074146e-07,0,-10.113190650939941,4.053960583405569e-05,0,-13.697802543640137,1.12491431991657e-06,0,-10.769368171691895,2.103360566252377e-05,0,-12.282499313354492,4.632082891475875e-06,0,-11.447944641113281,1.0671273230400402e-05,0,-13.501382827758789,1.3690628293261398e-06,0
12737,222,-12.441939353942871,3.9494138945883606e-06,0,-15.252001762390137,2.3776050284141093e-07,0,-10.794981002807617,2.050172770395875e-05,0,-14.464934349060059,5.223463972470199e-07,0,-11.129429817199707,1.4673835721623618e-05,0,-13.70106029510498,1.121255650105013e-06,0,-12.5891752243042,3.4087033782270737e-06,0,-14.331045150756836,5.971808718641114e-07,0
12738,295,-8.004237174987793,0.000333932664943859,0,-8.7564697265625,0.00015741464449092746,0,-12.012106895446777,6.070236850064248e-06,0,-15.225935935974121,2.440393700453569e-07,0,-11.966711044311523,6.3521488300466444e-06,0,-15.045269012451172,2.923630688655976e-07,0,-14.65259075164795,4.3297268348396756e-07,0,-15.13424301147461,2.6747403580884566e-07,0
12739,846,-17.353172302246094,2.9081247632234408e-08,0,-24.07126235961914,3.5154719413288404e-11,0,-14.523588180541992,4.925900043417641e-07,0,-19.06964111328125,5.225888166648929e-09,0,-13.38378620147705,1.5399081121358904e-06,0,-17.672622680664062,2.1128927940594622e-08,0,-15.77843952178955,1.4044644558453e-07,0,-18.79511260986328,6.876798241961524e-09,0
12740,790,-15.998076438903809,1.1275184164105667e-07,0,-23.174243927001953,8.620922725688374e-11,0,-14.129037857055664,7.30863860098907e-07,0,-18.3753604888916,1.0463629074308756e-08,0,-12.773210525512695,2.835723762473208e-06,0,-17.089380264282227,3.785963897939837e-08,0,-15.120030403137207,2.7130269586450595e-07,0,-18.205198287963867,1.2404602678373067e-08,0
12741,724,-15.478595733642578,1.895532335538519e-07,0,-24.518617630004883,2.2474997557475618e-11,0,-15.066459655761719,2.862329324671009e-07,0,-19.45315933227539,3.561231753934635e-09,0,-12.514880180358887,3.671597141874372e-06,0,-18.160903930664062,1.2966406615078085e-08,0,-16.11777114868164,1.000324516553519e-07,0,-19.32558250427246,4.045816126563295e-09,0
12742,806,-15.206721305847168,2.487738299805642e-07,0,-20.0633544921875,1.934620907917406e-09,0,-13.099740982055664,2.0457562186493305e-06,0,-17.421743392944336,2.71539484231198e-08,0,-13.166926383972168,1.9128272015223047e-06,0,-16.2268009185791,8.969946918568894e-08,0,-14.589632034301758,4.6110855578263e-07,0,-17.236461639404297,3.2681334971584874e-08,0
12743,688,-17.22672462463379,3.300110762438635e-08,0,-25.43093490600586,9.025792266359467e-12,0,-16.246952056884766,8.791001704366863e-08,0,-21.0621280670166,7.125806056329509e-10,0,-13.491527557373047,1.3826219174006837e-06,0,-19.629348754882812,2.9859474892646176e-09,0,-17.856069564819336,1.7587638012628304e-08,0,-20.855026245117188,8.765509984520747e-10,0
12744,687,-16.391815185546875,7.605452623238307e-08,0,-24.77020263671875,1.747582634159528e-11,0,-15.385663032531738,2.080134038351389e-07,0,-20.01299476623535,2.0345425344459045e-09,0,-12.62019157409668,3.3046007956727408e-06,0,-18.68830680847168,7.651938638275624e-09,0,-16.84547996520996,4.831711564179386e-08,0,-19.817811965942383,2.47305442790946e-09,0
12745,167,-14.563031196594238,4.735389893539832e-07,0,-19.149324417114258,4.825630561811067e-09,0,-12.789589881896973,2.7896548999706283e-06,0,-16.95905303955078,4.312973445053103e-08,0,-12.970005989074707,2.3291472643904854e-06,0,-15.773245811462402,1.4117777880073845e-07,0,-14.20736312866211,6.758032213838305e-07,0,-16.840986251831055,4.853472646004775e-08,0
12746,283,-14.334283828735352,5.952500146122475e-07,0,-18.428577423095703,9.921344634733487e-09,0,-12.198952674865723,5.035701633460121e-06,0,-15.97884750366211,1.1494091722852318e-07,0,-10.515318870544434,2.7117101126350462e-05,0,-15.11409854888916,2.72916793164768e-07,0,-13.991898536682129,8.382918963434349e-07,0,-15.948287010192871,1.1850778491862002e-07,0
12747,272,-16.59128761291504,6.230104787618984e-08,0,-19.05620765686035,5.296563632128937e-09,0,-14.566337585449219,4.71975795335311e-07,0,-19.608064651489258,3.0501818848449602e-09,0,-15.49609375,1.8626528230925032e-07,0,-18.467735290527344,9.54035339617576e-09,0,-17.42643928527832,2.702673462806615e-08,0,-19.524059295654297,3.3174836211458114e-09,0
12748,186,-13.101624488830566,2.041906554950401e-06,0,-16.885648727416992,4.641474049549288e-08,0,-11.461822509765625,1.0524201570660807e-05,0,-15.357476234436035,2.139600638884076e-07,0,-11.055521965026855,1.5799412722117268e-05,0,-14.492915153503418,5.0793335049093e-07,0,-13.4004487991333,1.5144619283091743e-06,0,-15.176972389221191,2.5628577304814826e-07,0
12749,182,-15.2012357711792,2.5014225002450985e-07,0,-19.60264015197754,3.0667723915911438e-09,0,-13.280013084411621,1.708294917079911e-06,0,-17.36794090270996,2.865491488535099e-08,0,-11.731001853942871,8.040576176426839e-06,0,-16.411027908325195,7.460726436647747e-08,0,-15.251821517944336,2.3780336277923197e-07,0,-17.373207092285156,2.8504405946705447e-08,0
12750,535,-2.4996421337127686,0.07588326930999756,0,-2.9651451110839844,0.04902557283639908,0,-10.226912498474121,3.618200571509078e-05,0,-12.419929504394531,4.037303369841538e-06,0,-10.078892707824707,4.195409201201983e-05,0,-12.82812213897705,2.684208084247075e-06,0,-12.585638046264648,3.4207816952402936e-06,0,-12.229066848754883,4.886317128693918e-06,0
12751,181,-13.92281436920166,8.982519830169622e-07,0,-16.163803100585938,9.553212265700495e-08,0,-12.663613319396973,3.1641802706872113e-06,0,-17.161605834960938,3.52216140697692e-08,0,-13.728935241699219,1.09043230622774e-06,0,-16.166881561279297,9.523849087145209e-08,0,-15.248376846313477,2.3862392595219717e-07,0,-17.01551055908203,4.07622025022647e-08,0
12752,301,-8.410971641540527,0.000222364193177782,0,-10.484879493713379,2.7955195037066005e-05,0,-13.428901672363281,1.471978521294659e-06,0,-16.06608772277832,1.0533839400750367e-07,0,-9.941773414611816,4.811957114725374e-05,0,-16.53679847717285,6.578996192274644e-08,0,-16.031044006347656,1.0909529635227955e-07,0,-16.66514778137207,5.7865307212523476e-08,0
12753,169,-16.14370346069336,9.747171247909137e-08,0,-24.057893753051758,3.5627840955232415e-11,0,-14.574679374694824,4.680550773628056e-07,0,-18.973831176757812,5.7513500628658676e-09,0,-12.374519348144531,4.22486345996731e-06,0,-17.66336441040039,2.132545517952167e-08,0,-15.774995803833008,1.409309362543354e-07,0,-18.758207321166992,7.135329660457046e-09,0
12754,172,-14.285441398620605,6.250451178857475e-07,0,-18.253578186035156,1.1818753975489926e-08,0,-12.227715492248535,4.892924607702298e-06,0,-16.365760803222656,7.806211499428173e-08,0,-12.611090660095215,3.334812845423585e-06,0,-15.284445762634277,2.3017038586203853e-07,0,-13.801743507385254,1.0138612651644507e-06,0,-16.146039962768555,9.724424643309248e-08,0
12755,173,-13.500542640686035,1.370213567497558e-06,0,-18.219369888305664,1.2230048973549401e-08,0,-12.378101348876953,4.209757662465563e-06,0,-15.961119651794434,1.1699673763132523e-07,0,-11.54478931427002,9.686291377875023e-06,0,-14.896443367004395,3.392787846223655e-07,0,-13.493614196777344,1.379739842377603e-06,0,-15.878005027770996,1.2713641694972466e-07,0
12756,175,-15.184694290161133,2.543143864386366e-07,0,-18.616262435913086,8.223562275588847e-09,0,-12.222427368164062,4.918867034575669e-06,0,-16.03250503540039,1.0893602109263156e-07,0,-12.410943984985352,4.073744094057474e-06,0,-14.684667587280273,4.193047118405957e-07,0,-13.311773300170898,1.6548915482417215e-06,0,-15.964269638061523,1.1662878307561186e-07,0
12757,176,-10.86866283416748,1.9045459339395165e-05,0,-14.37381649017334,5.721771572098078e-07,0,-10.346458435058594,3.2105264835990965e-05,0,-13.756826400756836,1.06043910363951e-06,0,-10.357542991638184,3.175136589561589e-05,0,-12.947657585144043,2.381786089244997e-06,0,-11.821645736694336,7.34380773792509e-06,0,-13.60571575164795,1.2334235179878306e-06,0
12758,178,-16.394981384277344,7.581410699231128e-08,0,-21.830217361450195,3.3056515857943225e-10,0,-14.055662155151367,7.865079396651709e-07,0,-18.21320343017578,1.230569779409052e-08,0,-13.56389045715332,1.2861056575275143e-06,0,-16.852432250976562,4.7982361195408885e-08,0,-15.144960403442383,2.646227414970781e-07,0,-18.09832191467285,1.3803798992739758e-08,0
12759,188,-22.242645263671875,2.1884766221447194e-10,0,-25.088945388793945,1.2706018528985119e-11,0,-14.757047653198242,3.90027736330012e-07,0,-19.560346603393555,3.1992588578333425e-09,0,-15.306002616882324,2.2526172926973231e-07,0,-17.637752532958984,2.187869441172552e-08,0,-15.913958549499512,1.226466110892943e-07,0,-19.541479110717773,3.260194114673709e-09,0
12760,191,-7.601842403411865,0.0004992808680981398,0,-10.242602348327637,3.561876292224042e-05,0,-11.182376861572266,1.3917120668338612e-05,0,-14.019164085388184,8.157442721312691e-07,0,-10.29232406616211,3.389110861462541e-05,0,-14.07414436340332,7.721051815678948e-07,0,-13.375226020812988,1.5531467170148971e-06,0,-14.17396068572998,6.987580150052963e-07,0
12761,221,-13.999747276306152,8.317381912092969e-07,0,-15.771568298339844,1.414147874356786e-07,0,-10.090448379516602,4.147208892391063e-05,0,-13.668578147888184,1.158274244517088e-06,0,-10.74142074584961,2.1629717593896203e-05,0,-12.256070137023926,4.7561370593030006e-06,0,-11.426447868347168,1.0903150723606814e-05,0,-13.469590187072754,1.4132881460682256e-06,0
12762,222,-12.409171104431152,4.0809727579471655e-06,0,-15.193373680114746,2.521166777569306e-07,0,-10.747353553771973,2.15017771552084e-05,0,-14.41022777557373,5.517183012671012e-07,0,-11.060088157653809,1.5727435311418958e-05,0,-13.64755916595459,1.1828776678157737e-06,0,-12.552138328552246,3.5373175251152134e-06,0,-14.278111457824707,6.296434662544925e-07,0
12763,295,-7.951903343200684,0.0003518677258398384,0,-8.688276290893555,0.00016852190310601145,0,-11.957222938537598,6.4127048062800895e-06,0,-15.165952682495117,2.5912558498930593e-07,0,-11.867562294006348,7.0142318691068795e-06,0,-14.981932640075684,3.114793116765213e-07,0,-14.611178398132324,4.5127953285373223e-07,0,-15.073439598083496,2.8424202014321054e-07,0
12764,846,-17.36618995666504,2.8705132493200836e-08,0,-24.044157028198242,3.61206273225001e-11,0,-14.488155364990234,5.10356699123804e-07,0,-19.034378051757812,5.41345634985646e-09,0,-13.35736083984375,1.5811432376722223e-06,0,-17.631546020507812,2.201490367781389e-08,0,-15.74524211883545,1.4518714408495725e-07,0,-18.757686614990234,7.139046243054281e-09,0
12765,790,-16.00108528137207,1.1241309039178304e-07,0,-23.129745483398438,9.013203378094303e-11,0,-14.088042259216309,7.614487458340591e-07,0,-18.33009910583496,1.0948109085973101e-08,0,-12.736148834228516,2.9427917525026714e-06,0,-17.040882110595703,3.9741010482430283e-08,0,-15.080076217651367,2.82361838799261e-07,0,-18.15825080871582,1.3000853726907735e-08,0
12766,724,-15.481358528137207,1.8903025988947775e-07,0,-24.4810791015625,2.3334712634381916e-11,0,-15.024640083312988,2.9845691074115166e-07,0,-19.408206939697266,3.724970110141612e-09,0,-12.472505569458008,3.830522018688498e-06,0,-18.111968994140625,1.3616697103202569e-08,0,-16.0784969329834,1.0403930872371348e-07,0,-19.278907775878906,4.239129935967867e-09,0
